typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","76","BRA","Brazil","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","195.048","true",,"false","106986.23",,"106986.23","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","86","IOT","Br. Indian Ocean Terr.","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","50","false","5","u","50","false","4.648","true",,"false","181.85",,"181.85","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","96","BRN","Brunei Darussalam","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","2","false","5","u","2","false","2.029","true",,"false","2157.02",,"2157.02","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","100","BGR","Bulgaria","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1081.397","true",,"false","376213.57",,"376213.57","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","104","MMR","Myanmar","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","77.816","true",,"false","25972.29",,"25972.29","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","112","BLR","Belarus","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","350","false","5","u","350","false","5.722","true",,"false","870.72",,"870.72","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","116","KHM","Cambodia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1491.588","true",,"false","8852.86",,"8852.86","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","120","CMR","Cameroon","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1925","false","5","u","1925","false","30.105","true",,"false","7886.69",,"7886.69","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","124","CAN","Canada","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","14771.136","true",,"false","53707481.45",,"53707481.45","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","132","CPV","Cabo Verde","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","216","false","5","u","216","false","0.461","true",,"false","490.5",,"490.5","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","144","LKA","Sri Lanka","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","10","false","8","kg","10","false","10","false",,"false","13285.09",,"13285.09","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","148","TCD","Chad","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","2","false","5","u","2","false","8","false",,"false","12097.18",,"12097.18","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","152","CHL","Chile","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","3","false","5","u","3","false","0.008","true",,"false","8.66",,"8.66","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","156","CHN","China","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false",,"true",,"false","859236433.83",,"859236433.83","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","188","CRI","Costa Rica","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","650","false",,"false","4503522.99",,"4503522.99","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","191","HRV","Croatia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","9","false","5","u","9","false","0.271","true",,"false","287.85",,"287.85","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","196","CYP","Cyprus","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","50","false","5","u","50","false","0.388","true",,"false","15.17",,"15.17","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","203","CZE","Czechia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","309.746","true",,"false","1986069.83",,"1986069.83","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","208","DNK","Denmark","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","4874.462","true",,"false","3204968.8",,"3204968.8","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","222","SLV","El Salvador","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","10400","false","5","u","10400","false","6.353","true",,"false","678.23",,"678.23","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","233","EST","Estonia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1","false","5","u","1","false","2","false",,"false","652.34",,"652.34","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","246","FIN","Finland","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","11028","false","5","u","11028","false","159.076","true",,"false","74930.39",,"74930.39","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","251","FRA","France","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","11759.273","true",,"false","31017791.71",,"31017791.71","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","268","GEO","Georgia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","107250","false","5","u","107250","false","20.014","true",,"false","45612.43",,"45612.43","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","270","GMB","Gambia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","30000","false","5","u","30000","false","0.386","true",,"false","15.09",,"15.09","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","276","DEU","Germany","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false",,"true",,"false","159727478.78",,"159727478.78","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","340","HND","Honduras","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1000","false","5","u","1000","false","4","false",,"false","6048.04",,"6048.04","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","344","HKG","China, Hong Kong SAR","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2293355.28","true",,"false","19791550.4",,"19791550.4","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","348","HUN","Hungary","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","3782.7","true",,"false","1685451.49",,"1685451.49","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","352","ISL","Iceland","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","200","false","5","u","200","false","26.889","true",,"false","1051.94",,"1051.94","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","360","IDN","Indonesia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","18631.344","true",,"false","8009142.77",,"8009142.77","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","364","IRN","Iran","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","4135","false","5","u","4135","false","6.772","true",,"false","2468.37",,"2468.37","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","368","IRQ","Iraq","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","2.079","true","-1","N/A","0","false","2.079","true",,"false","1014.58",,"1014.58","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","372","IRL","Ireland","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1487.125","true",,"false","1235043.63",,"1235043.63","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","376","ISR","Israel","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2903.413","true",,"false","16583860.38",,"16583860.38","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","380","ITA","Italy","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","5365.736","true",,"false","13423850.08",,"13423850.08","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","384","CIV","Côte d'Ivoire","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","30","false","5","u","30","false","1.938","true",,"false","75.83",,"75.83","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","388","JAM","Jamaica","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1","false","5","u","1","false","1","false",,"false","19.57",,"19.57","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","392","JPN","Japan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false",,"true",,"false","1398864397",,"1398864397","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","400","JOR","Jordan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","2","false","5","u","2","false","3","false",,"false","46.36",,"46.36","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","404","KEN","Kenya","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","45000","false","5","u","45000","false","7","false",,"false","13721.23",,"13721.23","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","410","KOR","Rep. of Korea","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2198390.923","true",,"false","551163565.53",,"551163565.53","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","417","KGZ","Kyrgyzstan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","2500","false","5","u","2500","false","28","false",,"false","129.05",,"129.05","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","418","LAO","Lao People's Dem. Rep.","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","191940","false","5","u","191940","false","1963","false",,"false","183572.21",,"183572.21","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","428","LVA","Latvia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","3","false","5","u","3","false","28.199","true",,"false","933.04",,"933.04","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","440","LTU","Lithuania","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","400","false","5","u","400","false","9","false",,"false","422.74",,"422.74","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","446","MAC","China, Macao SAR","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1008500","false","5","u","1008500","false","139.618","true",,"false","185586.44",,"185586.44","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","454","MWI","Malawi","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","100","false","5","u","100","false","0.879","true",,"false","34.39",,"34.39","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","458","MYS","Malaysia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","6094840.843","true",,"false","608250552.66",,"608250552.66","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","466","MLI","Mali","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","4","false","5","u","4","false","2.495","true",,"false","2653.16",,"2653.16","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","470","MLT","Malta","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","14360.236","true",,"false","11148026.16",,"11148026.16","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","478","MRT","Mauritania","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","12500","false","5","u","12500","false","13.739","true",,"false","1337.55",,"1337.55","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","480","MUS","Mauritius","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","10560","false","5","u","10560","false","26.358","true",,"false","8270.61",,"8270.61","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","484","MEX","Mexico","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","10484.549","true",,"false","6951221.35",,"6951221.35","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","490","S19","Other Asia, nes","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false",,"true",,"false","2280655915.33",,"2280655915.33","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","496","MNG","Mongolia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","1000","false","5","u","1000","false","95.372","true",,"false","3731.16",,"3731.16","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","499","MNE","Montenegro","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","25","false","5","u","25","false","0.037","true",,"false","39.01",,"39.01","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","500","MSR","Montserrat","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","251","false","5","u","251","false","1.684","true",,"false","70.6",,"70.6","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","504","MAR","Morocco","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","6956.775","true",,"false","2527656.65",,"2527656.65","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","508","MOZ","Mozambique","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","100","false","5","u","100","false","0.787","true",,"false","30.77",,"30.77","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","528","NLD","Netherlands","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","12713.408","true",,"false","121868885.8",,"121868885.8","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","554","NZL","New Zealand","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","408.025","true",,"false","223841.08",,"223841.08","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","579","NOR","Norway","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","11271","false","5","u","11271","false","144.693","true",,"false","34005.49",,"34005.49","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","581","UMI","United States Minor Outlying Islands","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","8","kg","0.062","true","-1","N/A","0","false","0.062","true",,"false","30.49",,"30.49","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","586","PAK","Pakistan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","10001","false","5","u","10001","false","5","false",,"false","21345.41",,"21345.41","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","591","PAN","Panama","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","310","false","5","u","310","false","20.968","true",,"false","2427.07",,"2427.07","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","598","PNG","Papua New Guinea","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","300","false","5","u","300","false","0.856","true",,"false","910.67",,"910.67","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","608","PHL","Philippines","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","1224864.041","true",,"false","481413254.09",,"481413254.09","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","616","POL","Poland","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","352.283","true",,"false","56469.99",,"56469.99","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","620","PRT","Portugal","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","932182","false","5","u","932182","false","30433.528","true",,"false","1195019.44",,"1195019.44","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","626","TLS","Timor-Leste","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","90","false","5","u","90","false","4.504","true",,"false","176.21",,"176.21","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","642","ROU","Romania","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","5445.492","true",,"false","397089.41",,"397089.41","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","643","RUS","Russian Federation","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","8.016","true",,"false","4389.58",,"4389.58","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","654","SHN","Saint Helena","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","6000","false","5","u","6000","false","4","false",,"false","5350.62",,"5350.62","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","678","STP","Sao Tome and Principe","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","397","false","5","u","397","false","5","false",,"false","1747.72",,"1747.72","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","688","SRB","Serbia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","18008","false","5","u","18008","false","27","false",,"false","30054.88",,"30054.88","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","690","SYC","Seychelles","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","34","false","5","u","34","false","0.477","true",,"false","507.63",,"507.63","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","699","IND","India","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","6482.003","true",,"false","1039052.78",,"1039052.78","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","702","SGP","Singapore","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","2497060.34","true",,"false","800162961.26",,"800162961.26","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","703","SVK","Slovakia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","281.509","true",,"false","126174.71",,"126174.71","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","704","VNM","Viet Nam","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","95713.349","true",,"false","41672806.61",,"41672806.61","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","705","SVN","Slovenia","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","51.023","true",,"false","10402.17",,"10402.17","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","710","ZAF","South Africa","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","5412","false","5","u","5412","false","90.583","true",,"false","5300.98",,"5300.98","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","724","ESP","Spain","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","924.049","true",,"false","608345.56",,"608345.56","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","729","SDN","Sudan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","67620","false","5","u","67620","false","41.242","true",,"false","1613.47",,"1613.47","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","752","SWE","Sweden","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","955.718","true",,"false","3176584.02",,"3176584.02","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","757","CHE","Switzerland","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","7953.39","true",,"false","15054996.72",,"15054996.72","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","762","TJK","Tajikistan","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","5","u","27","false","5","u","27","false","0.096","true",,"false","102.29",,"102.29","0","false","true",
"C","A","20160101","2016","52","2016","764","THA","Thailand","M","Import","764","THA","Thailand","0","W00","World","H4","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0 ","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false",,"true",,"false","310490863.9",,"310490863.9","0","false","true",
