source_key,url
BOI_EE_Brochure,https://www.boi.go.th/upload/content/Brochure_EE.pdf
OIE_2024_Outlook_2025,https://www.oie.go.th/assets/portals/1/files/monthly_report/anualreport2024_outlookfor2025.pdf
Reuters_Thai_Auto_2024,https://www.reuters.com/business/autos-transportation/thai-auto-sector-reels-falling-orders-soaring-household-debt-2024-09-25/
TechSpot_Intel_Auto_Semiconductor_BOM,https://www.techspot.com/news/91152-intel-ceo-believes-over-20-percent-premium-vehicles.html
BOI_TIR_Newsletter_Appliances_2024,https://www.boi.go.th/upload/ejournal/2024/Issue3/TIR_Newsletter_July2024.pdf
Rossmann_HDD_PCB_Components,https://rossmanngroup.com/technical-reference/hard-drive-pcb-components/
Phase2_Taiwan_Dependency_Index,data/processed/taiwan_dependency_index.csv
